uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation_date,end_portability_date,current_package,clients_duration,main_line
DVE3uAaj4XXJAmXGEkSuyEKg0RE3,masculino,paused,2021-02-03,paused,26,14.0,SP,weekly,2020-12-08,2020-12-24,customPackage,2.0,Yes
DVhHqylIMzTKpreG5xx7ivkR1RL2,masculino,paused,2021-03-06,paymentFailedSubscription,42,11.0,SP,monthly,2020-12-17,2020-12-22,customPackage,3.0,Yes
DW7LJbBZ4Mf3jytxA4N9FUuJFOb2,masculino,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-08-05,,customPackage,4.0,No
DWeJ7blYKagud0c3ENkG0elNTTa2,masculino,canceled,2020-12-18,cancelRequested,19,11.0,SP,weekly,2020-08-20,,customPackage,4.0,No
DXOiuglVrNgWUqjUqgT0Q1KMtI93,masculino,paused,2020-12-19,paymentFailedSubscription,24,61.0,GO,weekly,2020-12-02,,customPackage,0.0,No
DYI0xraAdATmBZRGjFCkg0s46Gv1,feminino,canceled,2020-12-18,cancelRequested,22,11.0,SP,weekly,2020-08-14,2020-08-22,customPackage,4.0,Yes
DbzRrMWiMRZFQ4QCjytctzeJDT73,masculino,canceled,2020-12-31,cancelRequested,23,11.0,SP,weekly,2020-09-03,,customPackage,3.0,No
DdzYGOCg1RcOHkILnlQnz13RuHf2,masculino,cancelRequested,2021-02-27,paused,30,14.0,SP,weekly,2020-07-31,,customPackage,7.0,No
Dq5i6HdKNWVbdeEXJPKAI58iHPP2,masculino,canceled,2021-01-22,cancelRequested,23,62.0,GO,monthly,2020-12-07,2020-12-10,customPackage,1.0,Yes
DrHhp3nToEeigXI1Dw4LRE1aDnb2,masculino,active,2021-02-18,paused,32,15.0,SP,monthly,2020-11-14,2020-11-18,madePackage-0,3.0,Yes
DsDpBXL3u2WqcS7RO00IsLZaQHd2,masculino,canceled,2020-12-18,cancelRequested,25,11.0,SP,weekly,2020-07-31,2020-08-19,customPackage,5.0,Yes
DtHrylQUqod7hzlFhUnM0K3q3hA2,masculino,canceled,2021-01-15,cancelRequested,21,64.0,GO,weekly,2020-12-20,2020-12-30,customPackage,1.0,Yes
Dtv9zS4q3CS2D17vTzpXD0btyqP2,masculino,paused,2020-12-12,paymentFailedSubscription,33,11.0,SP,weekly,2020-03-03,,customPackage,9.0,No
DvOUnqQrEYderZELVJNyJhMx7Tu2,masculino,paused,2021-02-10,paymentFailedSubscription,38,11.0,SP,monthly,2020-08-31,,customPackage,6.0,No
Dw0FMMy80Qdl0NhaT9hQX60FQqV2,feminino,paused,2021-01-02,paymentFailedSubscription,29,19.0,SP,monthly,2020-09-18,,customPackage,4.0,No
DwpXMqbrjtUjet2BOnAW7Mq4H8j2,masculino,canceled,2020-12-18,cancelRequested,23,15.0,SP,weekly,2020-08-03,,customPackage,4.0,No
Dy8nwaIw2yQKFsXT8Ru1Q2zuxSK2,feminino,canceled,2021-01-05,cancelRequested,28,11.0,SP,weekly,2020-12-14,,customPackage,1.0,No
E33gRLmPLXPE87wOuDeXG20dZ5w2,masculino,paused,2021-01-31,paymentFailedSubscription,24,11.0,SP,monthly,2020-03-16,,customPackage,10.0,No
E3iDZkQoGFM5D9rNLOwbLlFbOly2,masculino,canceled,2020-12-31,cancelRequested,23,11.0,SP,weekly,2020-07-31,2020-08-05,customPackage,5.0,Yes
E5pf4oofNhViJkM9qggeNtRCnRz1,feminino,canceled,2020-12-18,cancelRequested,33,11.0,SP,weekly,2020-11-25,,customPackage,1.0,No
E724FNsYpJVDT2YNJV79So7siuS2,prefiro não dizer,paused,2021-01-15,paymentFailedSubscription,21,17.0,SP,weekly,2020-09-10,,customPackage,4.0,No
E9pha1NiKOXusshpME6TpuzSWCD3,masculino,paused,2021-01-16,paymentFailedSubscription,47,18.0,SP,weekly,2020-12-30,,customPackage,1.0,No
ECNaK9dpzyM38oTAU8IqG0p4KrY2,prefiro não dizer,canceled,2020-12-18,cancelRequested,24,11.0,SP,weekly,2020-06-26,,customPackage,6.0,No
EDVIzsvnVabMyZQJbN3rcljSSJV2,masculino,canceled,2020-12-31,cancelRequested,29,11.0,SP,weekly,2020-08-27,,customPackage,4.0,No
EE2DLhQ8obhxvkhRczI3vHhTZvz1,feminino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-08-04,,customPackage,4.0,No
EElCgyz5avhoVuVeTLYgMfVQPOo2,masculino,paused,2021-01-18,paused,28,62.0,GO,monthly,2020-11-03,,customPackage,2.0,No
EKi7TmDYzAOLSTnpkKr0TTzdr1J3,feminino,paused,2021-01-10,paymentFailedSubscription,26,16.0,SP,weekly,2020-12-17,2020-12-22,customPackage,1.0,Yes
EPuAWko3ltaCjqh74TsRm6OCqje2,feminino,paused,2021-02-25,paymentFailedSubscription,67,31.0,MG,monthly,2021-01-22,2021-01-27,customPackage,1.0,Yes
EVGGzeXTneTUJ4bbFB1ZuTD5lhf2,masculino,paused,2021-03-03,paymentFailedSubscription,25,16.0,SP,monthly,2021-01-31,,customPackage,2.0,No
EVSjrdLadvQvJKcn8lA03U2tFRa2,masculino,active,2021-03-07,paused,21,19.0,SP,monthly,2021-02-04,,customPackage,1.0,No
EabLvxtyIqOc9q83OsjIOTewyl32,masculino,canceled,2020-12-18,cancelRequested,20,11.0,SP,weekly,2020-07-29,2020-08-04,customPackage,5.0,Yes
EbLPE9ALIlO8Aqv6umu7QVInjB32,feminino,active,2021-03-06,paused,39,17.0,SP,weekly,2020-10-27,,customPackage,5.0,No
EbO31Vl4LZQaE3Fpyp3ASntWqmv2,masculino,canceled,2020-12-18,cancelRequested,30,14.0,SP,weekly,2020-08-31,,customPackage,4.0,No
EeG67USGOEPRAfLfWGWIzh4XV542,masculino,paused,2020-12-11,paymentFailedSubscription,28,11.0,SP,weekly,2020-08-04,,customPackage,4.0,No
EelDlx5aUFWLbZpkwEhWTuCV4DC2,masculino,canceled,2020-08-21,paused,32,11.0,SP,weekly,2020-08-06,,customPackage,0.0,No
EjkOGzJQI4a36vmGs9s37in9an93,masculino,canceled,2021-01-05,cancelRequested,21,11.0,SP,weekly,2020-09-02,,customPackage,4.0,No
El4xpo63EhVwuVwVbU93oyHQnCl1,masculino,paused,2021-01-07,paymentFailedSubscription,24,13.0,SP,weekly,2020-12-28,,customPackage,1.0,No
El5QU1sDUxNQuv7y5IQcn483zTq2,masculino,paused,2021-03-01,paymentFailedSubscription,23,11.0,SP,monthly,2021-01-26,2021-01-29,customPackage,2.0,Yes
ElJAtNlnUjgNrqxqOjcmPlSqCc23,masculino,paused,2021-01-28,paymentFailedSubscription,24,11.0,SP,weekly,2020-09-10,2021-01-19,customPackage,4.0,Yes
EmaPLgRbRyclNywJwtfkW6gmXCg2,feminino,paused,2021-02-14,paymentFailedSubscription,16,11.0,SP,monthly,2020-10-07,,customPackage,4.0,No
EoCAQJJl3LaMkrHF6ReoHxgfSr13,masculino,paused,2021-02-08,paymentFailedSubscription,24,19.0,SP,weekly,2020-12-17,,customPackage,2.0,No
EphSCcaB6tNqP6x4klBldV8FdTZ2,feminino,canceled,2020-12-18,cancelRequested,21,18.0,SP,weekly,2020-08-13,,customPackage,4.0,No
Epu7uSAp2GRWECVroC066X6F0wC2,masculino,paused,2021-01-20,paymentFailedSubscription,28,12.0,SP,weekly,2020-10-25,,customPackage,3.0,No
EtSaVqx6tzfKxDbxqJqaIgm7d7J3,masculino,paused,2021-02-22,canceled,55,31.0,MG,monthly,2021-01-22,,madePackage-0,1.0,No
EtpjWtkKTcS4WJvgyFnDl15wTW82,masculino,active,2021-03-05,paused,26,16.0,SP,monthly,2020-08-25,2020-08-28,customPackage,7.0,Yes
Eu14ESt6NobIGzVkJT7A5SmcTHI3,feminino,paused,2020-12-24,paymentFailedSubscription,22,11.0,SP,weekly,2020-10-31,,customPackage,2.0,No
EuRm3Iug8lUyk9SyRKpu4frn6Gv2,feminino,paused,2021-01-02,paymentFailedSubscription,27,11.0,SP,weekly,2020-09-22,,customPackage,4.0,No
Eusu9hYBYhQCEoHFuqp7RYJdtGp2,masculino,paused,2021-02-24,paymentFailedSubscription,29,21.0,RJ,monthly,2021-01-21,,madePackage-0,1.0,No
EutkQ18mQSWRItuLq9GYVen0Mut1,masculino,paused,2021-01-20,paymentFailedSubscription,25,61.0,GO,monthly,2020-12-17,,customPackage,1.0,No
EwRHi1EakTTdLiPCATazNV2KRhS2,masculino,active,2021-02-09,paused,27,11.0,SP,monthly,2020-10-22,,madePackage-0,4.0,No
ExLGdgM7xAa7ot7abwKgqlEyaCH2,masculino,paused,2021-02-09,paymentFailedSubscription,31,17.0,SP,monthly,2020-12-06,,customPackage,2.0,No
Ey9UXIxxYbN99wxYyGeeebcSaAp2,masculino,canceled,2021-01-10,cancelRequested,28,11.0,SP,weekly,2020-08-02,2020-08-18,customPackage,5.0,Yes
Eyb4XZV2InOH7oHjAaBAzXn4wV83,masculino,canceled,2020-12-18,cancelRequested,19,11.0,SP,weekly,2020-07-30,,customPackage,5.0,No
Ez2j2RpUiCcct3MjxcUICA20G1U2,masculino,cancelRequested,2021-02-25,paused,33,21.0,RJ,weekly,2021-02-08,,customPackage,0.0,No
F8f91aQkoVMn2XEGoruYr457uM52,masculino,paused,2021-03-05,paymentFailedSubscription,19,21.0,RJ,monthly,2021-02-02,,customPackage,1.0,No
F9BJh8k5HJbSG1UEcYG62DIVbBk2,masculino,canceled,2020-12-18,cancelRequested,18,11.0,SP,weekly,2020-09-04,,customPackage,3.0,No
FBSAbYBtknPbjFVI33cDfZna9Td2,masculino,active,2021-02-09,paused,38,16.0,SP,monthly,2020-11-29,,customPackage,3.0,No
FH6omMi1N7Mf87I5OYo3Jddn7lS2,feminino,canceled,2020-12-31,cancelRequested,34,19.0,SP,weekly,2020-07-18,,customPackage,5.0,No
FI5rtwCtpzO74bQgBv1yBKb3Wed2,não binário,paused,2021-02-24,paymentFailedSubscription,22,41.0,PR,monthly,2021-01-21,,customPackage,1.0,No
FIBRW3Z647b83gu6yv4MAU0yPYG2,masculino,cancelRequested,2021-02-26,paused,25,11.0,SP,weekly,2020-07-30,,customPackage,7.0,No
FImfbjDtKSV0niTOHXuXIKfSl2d2,masculino,active,2021-03-08,paused,21,12.0,SP,monthly,2020-11-25,2020-11-28,customPackage,4.0,Yes
FJyu8Oh9p5NelprWXS0DlOaqJJb2,masculino,canceled,2021-02-16,cancelRequested,33,15.0,SP,weekly,2020-10-23,,customPackage,4.0,No
FMCHXe2zCYOgBgJOxAjrsXt5aQC3,masculino,paused,2021-03-07,paymentFailedSubscription,24,62.0,GO,weekly,2020-12-21,,customPackage,3.0,No
FN70aF0yl3XFBdNyXVs1E6f54T83,feminino,active,2021-03-06,paused,37,11.0,SP,monthly,2020-12-14,,customPackage,3.0,No
FNqh8c2O7GYV1Qz8s7z4QxviPhU2,masculino,active,2021-02-26,paused,22,11.0,SP,monthly,2020-09-25,,customPackage,5.0,No
FOrnBUAa6hUe7PNUVt3kXgzsamt2,masculino,canceled,2021-02-07,cancelRequested,27,16.0,SP,monthly,2020-07-24,2020-07-29,customPackage,7.0,Yes
FPn1L7hZNpNhxhtmadws4a8yt962,masculino,canceled,2020-12-18,cancelRequested,21,11.0,SP,weekly,2020-08-27,,customPackage,4.0,No
FQqBQg5HAyfSm5GwCXMVxJPQETk2,masculino,canceled,2021-02-09,cancelRequested,19,11.0,SP,weekly,2020-09-14,2020-09-18,customPackage,5.0,Yes
FRTQXPU1xxb7ehZRXI672pmc2t83,masculino,canceled,2020-12-18,cancelRequested,20,11.0,SP,weekly,2020-09-19,,customPackage,3.0,No
FTEKmtEej3M8mVMGogwGmRuUfXS2,masculino,cancelRequested,2021-03-07,paused,20,11.0,SP,monthly,2020-11-05,,customPackage,4.0,No
FUbxS87k6sWWjbkXTwM9e4Y9ii03,masculino,canceled,2020-12-18,cancelRequested,29,11.0,SP,weekly,2020-10-29,,customPackage,2.0,No
FXWnKwEfVphGPKLWRxvgECXUPvm1,masculino,paused,2021-01-27,paymentFailedSubscription,30,17.0,SP,monthly,2020-12-24,2020-12-31,customPackage,1.0,Yes
FXiswFBWjncvXVuRVWzGrRVSceo2,feminino,paused,2021-02-03,paymentFailedSubscription,27,11.0,SP,weekly,2020-11-05,,customPackage,3.0,No
FcOD5YI6RCOiisRFa9drZzJLnnG3,prefiro não dizer,paused,2021-01-31,paymentFailedSubscription,32,61.0,DF,weekly,2021-01-21,,customPackage,0.0,No
FdIeNdBZ8Nd7Q3w1G0AOmTkRbRS2,masculino,cancelRequested,2021-03-07,paused,23,11.0,SP,weekly,2020-03-27,,customPackage,12.0,No
FeMbMDxbHrOE3NQsrh8BIvMsItF2,prefiro não dizer,canceled,2020-12-18,cancelRequested,31,17.0,SP,weekly,2020-09-16,,customPackage,3.0,No
Fhrc0UsXesb01miKQixvpXMPOuG2,feminino,active,2021-02-09,paused,21,11.0,SP,monthly,2020-12-04,2020-12-09,customPackage,2.0,Yes
FiOiUbjHfgUgvHzzYViEieMB7fv1,masculino,active,2021-03-02,paused,23,11.0,SP,monthly,2020-10-23,,customPackage,5.0,No
FmDhIUAxVRbNTCDiEwcOVTNyBFo2,masculino,canceled,2021-02-12,cancelRequested,36,16.0,SP,weekly,2020-09-01,2020-09-04,customPackage,5.0,Yes
Fmzaf9M45xNfUFSz7Xay5ALjNfc2,masculino,canceled,2021-01-10,cancelRequested,22,19.0,SP,weekly,2020-08-02,,customPackage,5.0,No
FxReRT4LcQc2cDfK29NRNIkyD503,masculino,paused,2021-02-04,paymentFailedSubscription,21,18.0,SP,weekly,2020-10-26,2020-10-29,customPackage,4.0,Yes
FzbUeWzL9hRIVqurSS20oW3yq9p2,masculino,canceled,2020-12-18,cancelRequested,25,11.0,SP,weekly,2020-07-30,,customPackage,5.0,No
G4jFz6HM7xZqMIW7CF26jy5W1pz1,masculino,paused,2021-02-03,paused,19,14.0,SP,weekly,2021-01-06,,customPackage,1.0,No
G4tjqKpmlNSqePktCGbXGV2VE763,masculino,canceled,2020-12-18,cancelRequested,20,11.0,SP,weekly,2020-09-04,,customPackage,3.0,No
G5hxyCuhMtMEWgga7rKD4pHtRvH2,masculino,paused,2021-01-02,paymentFailedSubscription,28,16.0,SP,weekly,2020-08-03,,customPackage,5.0,No
G5shVH0BzZTqBsmAFgkrv6Yw6532,masculino,paused,2021-02-13,paymentFailedSubscription,19,21.0,RJ,weekly,2021-02-03,2021-02-08,customPackage,0.0,Yes
G76ArfWB1HVZQKKfPS23iOiv4dg1,masculino,canceled,2020-12-18,cancelRequested,33,11.0,SP,weekly,2020-08-01,2020-08-05,customPackage,4.0,Yes
G9LLUiFycTOXgGEa52UIefJLLEH2,masculino,canceled,2020-12-31,cancelRequested,27,11.0,SP,weekly,2020-07-29,,customPackage,5.0,No
GDKHadQs36hNc5aaUX0uFOfoVjG3,masculino,canceled,2021-03-03,cancelRequested,23,11.0,SP,weekly,2020-09-23,2020-09-28,customPackage,6.0,Yes
GDvTGuKp9vTz9psFYojBztRNZWA3,masculino,paused,2021-02-23,paymentFailedSubscription,21,61.0,DF,monthly,2020-12-21,,customPackage,2.0,No
GDw2EiuGVxWrEENLiwT6Eip8GvZ2,masculino,canceled,2021-01-15,cancelRequested,25,62.0,GO,weekly,2020-12-10,2020-12-15,customPackage,1.0,Yes
GEEuVHx1rASb9JyloS03sTAtKua2,masculino,paused,2021-01-08,canceled,31,11.0,SP,monthly,2020-12-08,,customPackage,1.0,No
GF1SjjPrT9gHGVuZWJ1VxDN0fvj1,masculino,canceled,2020-12-31,cancelRequested,32,11.0,SP,weekly,2020-08-01,,customPackage,4.0,No
GFKTQHwwWpN17Zm1hffJI0tvzET2,feminino,paused,2021-01-12,paymentFailedSubscription,25,11.0,SP,monthly,2020-10-20,2020-10-24,customPackage,3.0,Yes
GKtHFgTkvMY9QiB02zY8nZCM2C53,masculino,active,2021-02-18,paused,30,19.0,SP,monthly,2020-10-18,2020-10-21,customPackage,4.0,Yes
GLD6EQFGSNbuYL9iSuxk6lNotmv1,feminino,canceled,2021-02-09,cancelRequested,19,14.0,SP,weekly,2020-08-28,,customPackage,6.0,No
GNRv81FEgHa8SQBusKE09e8S91u2,masculino,canceled,2020-12-18,cancelRequested,32,12.0,SP,weekly,2020-08-06,,customPackage,4.0,No
GOUEMrmmUJQ35v8MZwyQBTTaftw1,masculino,paused,2021-01-16,paymentFailedSubscription,30,11.0,SP,weekly,2020-12-14,,customPackage,1.0,No
GSbRzlRjg3aTIlPod3U2WnDVLJd2,masculino,canceled,2020-12-18,cancelRequested,25,19.0,SP,weekly,2020-07-31,,customPackage,5.0,No
GUySKo3rdKUGbdvNGCFoDge866u2,masculino,canceled,2021-02-01,cancelRequested,33,11.0,SP,weekly,2020-09-29,2020-10-05,customPackage,5.0,Yes
GZ7cXUJl8bb1fKB4ySOgf46rZTF2,prefiro não dizer,canceled,2021-01-25,cancelRequested,35,11.0,SP,monthly,2020-11-05,,customPackage,2.0,No
GbnaOOKZL6egQQR7bReozP1qG0p2,masculino,active,2021-02-12,paused,30,14.0,SP,monthly,2020-10-13,,madePackage-2,4.0,No
Gg2Q8hT7LJPXzsqYQbdcENA1imp2,feminino,paused,2021-02-19,paymentFailedSubscription,44,11.0,SP,monthly,2020-10-16,2020-10-21,customPackage,4.0,Yes
GgfLcN8sm6Za1eBe4swRYSbhBnB3,masculino,canceled,2020-12-31,cancelRequested,23,11.0,SP,weekly,2020-04-02,,customPackage,8.0,No
GgwwDKr3sfai0mnQkYhckBXcTds2,masculino,canceled,2020-12-31,cancelRequested,29,11.0,SP,weekly,2020-09-02,,customPackage,3.0,No
GhWXAXE3jXcSkvWQCRM9wjHD4Pg2,feminino,cancelRequested,2021-02-24,paused,18,11.0,SP,monthly,2020-10-24,,customPackage,4.0,No
GlE6Ey1FcVYt5LGQCurgX9gCSIH3,masculino,canceled,2020-12-18,cancelRequested,33,16.0,SP,weekly,2020-07-31,,customPackage,5.0,No
Gm6n2pK89vR1ZelBjQKoVjCsDPA2,masculino,canceled,2021-02-20,cancelRequested,32,64.0,GO,weekly,2020-10-29,,customPackage,4.0,No
Gn7laTvbabfmNOdecQmza9idLVr2,feminino,canceled,2021-02-15,cancelRequested,24,12.0,SP,weekly,2020-07-24,2020-07-29,customPackage,7.0,Yes
GnHkb3RvOzTu48XnEQI9asuOlbh2,feminino,active,2021-03-06,paused,22,19.0,SP,weekly,2020-11-05,2020-11-10,customPackage,4.0,Yes
GnPbFW80wUcF2OUHA4ov4ICd45A3,masculino,paused,2021-02-23,paymentFailedSubscription,46,11.0,SP,monthly,2021-01-20,,customPackage,1.0,No
Gnata2KcpDczKgc55U5eEinSL013,feminino,canceled,2020-12-29,cancelRequested,28,11.0,SP,weekly,2020-12-14,,customPackage,0.0,No
GoOB7yCm1BQE4OxMV4hJkCj5lOD2,masculino,canceled,2020-12-31,cancelRequested,22,11.0,SP,weekly,2020-08-26,,customPackage,4.0,No
GuK5RfiTCTZGQpjRxrHRTDg7vYv1,masculino,canceled,2020-12-18,cancelRequested,20,12.0,SP,weekly,2020-07-30,,customPackage,5.0,No
GvYAIFEf4vTB8b5aBuS6mJBm2bz1,feminino,canceled,2020-12-18,cancelRequested,22,13.0,SP,weekly,2020-07-29,,customPackage,5.0,No
GwTSe3vXdNY2Z8XqYLn6FakvdwA3,masculino,cancelRequested,2021-03-06,paused,32,15.0,SP,monthly,2020-11-04,,customPackage,4.0,No
GwWqC3QChAdi8J2k09DhBA2jcMa2,masculino,paused,2021-02-08,paymentFailedSubscription,25,16.0,SP,weekly,2020-09-04,,customPackage,5.0,No
GxwgXBsumXMa3rmYvcghfnqS8P02,masculino,cancelRequested,2021-01-08,paused,26,62.0,GO,monthly,2020-11-25,,customPackage,2.0,No
GxzZu0xlEIYZ35y4QFKhBludVBE2,masculino,paused,2021-03-08,paymentFailedSubscription,21,61.0,DF,monthly,2021-02-05,,customPackage,1.0,No
H0y8jOGHCdQEDbj7mTaeu8HwEtZ2,feminino,canceled,2021-03-02,cancelRequested,18,11.0,SP,weekly,2021-01-09,2021-01-13,customPackage,2.0,Yes
H7DaGTntGGdPuDqpXgd9UvwG62u1,masculino,canceled,2021-01-06,cancelRequested,20,15.0,SP,weekly,2020-09-02,2020-09-05,customPackage,4.0,Yes
H9uHQWnt5DNeMX0ttVfUNbHu7AL2,masculino,paused,2021-02-20,canceled,42,11.0,SP,monthly,2020-11-20,,customPackage,3.0,No
HGxJVWl1nhb2sClTohwWPeKcekp1,feminino,canceled,2021-01-21,cancelRequested,56,16.0,SP,weekly,2020-10-17,,customPackage,3.0,No
HMGPHmel0SgUPtwanDB86hOi5Tn2,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-07-31,,customPackage,5.0,No
HOShhkMp7AUzUqMDmNU3guwI9DB3,masculino,paused,2021-02-20,paymentFailedSubscription,38,11.0,SP,monthly,2021-01-17,,customPackage,1.0,No
HRgACyLjJqb1JWyPNdAwLIEdren2,masculino,canceled,2020-12-18,cancelRequested,21,11.0,SP,weekly,2020-05-28,2020-06-22,customPackage,7.0,Yes
HU02ATWUFWbyAoTW3NbBPYBPrnb2,masculino,paused,2021-02-27,canceled,27,31.0,MG,monthly,2021-01-27,,madePackage-1,1.0,No
HUgi65plvFNQ1B22t3GynFJA6pJ2,masculino,canceled,2020-12-31,cancelRequested,18,19.0,SP,weekly,2020-08-29,,customPackage,4.0,No
HUwnwbv58AW4sceQGxBFVMMlCGu1,masculino,canceled,2020-12-18,cancelRequested,18,11.0,SP,weekly,2020-11-04,2020-11-07,customPackage,1.0,Yes
HV4DMcV8KfVQdpxrY90yh0vCBaU2,feminino,paused,2021-02-06,canceled,38,11.0,SP,monthly,2020-12-06,,customPackage,2.0,No
HWPOXjGAvqdReB3Tp0I1LuSbcta2,masculino,canceled,2021-02-17,cancelRequested,33,11.0,SP,monthly,2020-12-10,,customPackage,2.0,No
HWTzuG1yjoWNrMHaFpRcoUqXPoY2,masculino,canceled,2021-01-05,cancelRequested,32,15.0,SP,monthly,2020-11-17,2020-11-20,customPackage,2.0,Yes
Hasx1zbEJJa7TtorxBxmdLUbpQw1,masculino,paused,2021-01-08,paymentFailedSubscription,26,14.0,SP,weekly,2020-12-04,,customPackage,1.0,No
HbivdtAh2fcurf0wedYHOFpPoaK2,masculino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-07-28,,customPackage,5.0,No
HehhTrbfzMSH74oQY7kzK4wCL523,masculino,cancelRequested,2021-02-22,paused,24,16.0,SP,weekly,2020-08-23,,customPackage,6.0,No
HhSLZBl8szg7cqHfSybkvfJdQxx1,masculino,canceled,2021-01-05,cancelRequested,22,19.0,SP,weekly,2020-08-11,,customPackage,5.0,No
HoDv9e6fH3UcXjps4MGe83ic6xZ2,feminino,paused,2021-01-03,canceled,33,16.0,SP,monthly,2020-11-03,,customPackage,2.0,No
HtZ9F2hv1YbvlF63pPDX6P0mdT52,masculino,paused,2021-01-14,paymentFailedSubscription,30,62.0,GO,monthly,2020-12-11,2020-12-16,customPackage,1.0,Yes
HueQxvBiSge3Zyg9nEyHM1E02Bu1,masculino,canceled,2021-02-11,cancelRequested,36,11.0,SP,weekly,2020-10-08,,customPackage,4.0,No
Hvrmnnox88QHM80NGyNHUGzIu9k1,masculino,canceled,2020-12-18,cancelRequested,34,12.0,SP,weekly,2020-07-31,2020-08-05,customPackage,5.0,Yes
HwUyLpexlPg7NypeadO2LOrTvBj2,masculino,canceled,2021-03-06,cancelRequested,42,62.0,GO,weekly,2020-11-12,,customPackage,4.0,No
I19DUJv2JRTyR4snbvdnNtW75fJ3,masculino,paused,2021-02-27,paymentFailedSubscription,19,11.0,SP,weekly,2020-08-07,,customPackage,6.0,No
I3WFXwJn9LMpToHrsxyMJn3Ncga2,masculino,paused,2021-02-07,paymentFailedSubscription,33,12.0,SP,weekly,2021-01-28,,customPackage,1.0,No
I4DKRnvFf3Zvmsvcyfz5hwzljrj2,masculino,cancelRequested,2021-03-05,paused,28,62.0,GO,weekly,2020-11-03,,customPackage,4.0,No
I5IKlwiqKje6tucxrbvRJcxpsas1,masculino,canceled,2020-12-31,cancelRequested,25,17.0,SP,weekly,2020-09-02,,customPackage,3.0,No
I6klTYA0g0RSul36uOuLGXRDBsi2,prefiro não dizer,canceled,2021-02-11,cancelRequested,25,11.0,SP,weekly,2020-10-22,,customPackage,4.0,No
I7isXdFe0pXiWy8qjpt3JQu5wnT2,masculino,canceled,2020-12-18,cancelRequested,19,17.0,SP,monthly,2020-11-11,,customPackage,1.0,No
I9P3FCbfnIRkaNJrGwrqM3jcfw52,masculino,canceled,2021-02-16,cancelRequested,24,17.0,SP,weekly,2020-10-06,,customPackage,4.0,No
IDa3PlZJccQsjfl6avxOeSRSWgL2,feminino,active,2021-03-03,paused,58,11.0,SP,monthly,2020-12-08,,customPackage,3.0,No
IErWaQEhJAVxVAI3ZOmJW8m3F5q2,masculino,cancelRequested,2021-02-26,paused,30,11.0,SP,weekly,2020-11-19,,customPackage,3.0,No
IIlYWbm3vTcJknRD8rpNI7k5E6S2,masculino,active,2021-03-03,paused,19,11.0,SP,monthly,2020-11-16,2021-02-11,customPackage,4.0,Yes
IJJcM8TTqWV9qPByNdW8JAqY0Hv2,masculino,canceled,2021-03-03,cancelRequested,30,19.0,SP,weekly,2020-08-26,,customPackage,7.0,No
IL5X46NeCKeYDLJMBPRVvrLrisw2,masculino,canceled,2021-01-20,cancelRequested,80,15.0,SP,weekly,2020-07-30,2020-08-04,customPackage,6.0,Yes
IOqMB2dnbnVnbS5djCDWNRmUCF73,masculino,paused,2021-02-22,paymentFailedSubscription,32,11.0,SP,monthly,2020-11-17,2020-11-20,customPackage,3.0,Yes
IVyxDtL73lVbXVtWP1QgLcRmNbG2,feminino,paused,2021-02-15,paymentFailedSubscription,83,11.0,SP,weekly,2021-02-05,,customPackage,0.0,No
IZJZLHMydoTpI45GsnWslHPlXuQ2,feminino,active,2021-03-03,paused,26,13.0,SP,monthly,2020-11-12,,customPackage,4.0,No
IZVYbsQnE4X6j6BtsSvqOuUIc9o1,feminino,paused,2021-03-08,paymentFailedSubscription,32,11.0,SP,weekly,2020-12-07,2020-12-10,customPackage,3.0,Yes
Ihalk3oJNGVSSEK9lBP8Ssm9JrG3,masculino,canceled,2020-12-18,cancelRequested,22,11.0,SP,monthly,2020-11-04,,customPackage,1.0,No
Ii3RrpBY1XMRtSfUmnaxfel2GV42,feminino,canceled,2020-12-18,cancelRequested,36,19.0,SP,weekly,2020-10-29,,customPackage,2.0,No
IkBDKpbiU9ekK3rxlY6eOC4O99n1,feminino,canceled,2020-12-18,cancelRequested,26,11.0,SP,weekly,2020-10-01,,customPackage,2.0,No
InEW3cede3VHQRcusV2zi0TGU8u2,masculino,paused,2020-12-25,paymentFailedSubscription,19,17.0,SP,weekly,2020-12-15,,customPackage,0.0,No
IotTfqDAowW5RU7qjZuSNnmng1E2,masculino,canceled,2021-02-20,cancelRequested,22,19.0,SP,weekly,2020-09-19,,customPackage,5.0,No
IqG4BAoRtwgBGUxAwUkYAnLtbdj2,masculino,paused,2021-01-01,paymentFailedSubscription,35,11.0,SP,monthly,2020-10-29,,customPackage,3.0,No
IqGkKK52FjO0o3EV5qg4xlEj3TC2,masculino,canceled,2020-12-18,cancelRequested,27,14.0,SP,weekly,2020-09-04,,customPackage,3.0,No
Ir9yKG3hU9ZiToZfjNHugeunj302,masculino,canceled,2020-12-18,cancelRequested,28,11.0,SP,weekly,2020-07-28,,customPackage,5.0,No
IrOuhXyQuZZhjOlAlINPygvPhpv1,feminino,active,2021-02-23,paused,21,11.0,SP,monthly,2020-09-10,2020-09-16,customPackage,5.0,Yes
